mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin
20	20	79/2	79/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	243		articStaccatoAbove							
20	20	38	38	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	244									
20	20	77/2	77/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	245									
20	20	39	39	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	246									
20	20	79/2	79/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	247									
21	21	40	40	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	248		articStaccatoAbove							
21	21	81/2	81/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	249		articStaccatoAbove							
21	21	41	41	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	250		articStaccatoAbove							
21	21	83/2	83/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	251		articStaccatoAbove							
21	21	40	40	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	252		articStaccatoAbove							
21	21	81/2	81/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	253		articStaccatoAbove							
21	21	41	41	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	254		articStaccatoAbove							
21	21	83/2	83/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	255		articStaccatoAbove							
21	21	40	40	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	256									
21	21	81/2	81/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	257									
21	21	41	41	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	258									
21	21	83/2	83/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	259									
22	22	42	42	0.0		0	0	Spanner	2/4	1	1	0												8	
22	22	42	42	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	260							16	8	
22	22	85/2	85/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	261							16	8	
22	22	43	43	0.0		1/4	1/4	Spanner	2/4	1	1	0													
22	22	43	43	0.0		1/4	1/4	Spanner	2/4	1	1	0													8
22	22	43	43	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	262									8
22	22	87/2	87/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	263		articStaccatoAbove							8
22	22	42	42	0.0		0	0	Spanner	2/4	2	1	0												9	
22	22	42	42	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	264							17	9	
22	22	85/2	85/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	265							17	9	
22	22	43	43	0.0		1/4	1/4	Spanner	2/4	2	1	0													
22	22	43	43	0.0		1/4	1/4	Spanner	2/4	2	1	0													9
22	22	43	43	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	266									9
22	22	87/2	87/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	267		articStaccatoBelow							9
22	22	42	42	0.0		0	0	Spanner	2/4	3	1	0												10	
22	22	42	42	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	268								10	
22	22	85/2	85/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	269								10	
22	22	43	43	0.0		1/4	1/4	Spanner	2/4	3	1	0													
22	22	43	43	0.0		1/4	1/4	Spanner	2/4	3	1	0													10
22	22	43	43	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	270									10
22	22	87/2	87/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	271									10
23	23	44	44	0.0		0	0	Spanner	2/4	1	1	0													
23	23	44	44	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	272		articStaccatoAbove							
23	23	89/2	89/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	273		articStaccatoAbove							
23	23	45	45	0.0		1/4	1/4	Chord	2/4	1	1	0	grace16after	1/16	1	274									
23	23	45	45	0.0		1/4	1/4	Chord	2/4	1	1	0	grace16after	1/16	1	275									
23	23	45	45	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	276		ornamentTrill							
23	23	44	44	0.0		0	0	Spanner	2/4	2	1	0													
23	23	44	44	2.0		0	0	Chord	2/4	2	1	1/2		1/2	1	277									
23	23	44	44	0.0		0	0	Spanner	2/4	3	1	0													
23	23	44	44	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	278									
23	23	89/2	89/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	279									
23	23	45	45	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	280									
23	23	91/2	91/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	281									
24	24	46	46	0.0		0	0	Spanner	2/4	1	1	0												11	
24	24	46	46	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	282		articStaccatoBelow						11	
24	24	93/2	93/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	283		articStaccatoBelow						11	
24	24	47	47	0.0		1/4	1/4	Spanner	2/4	1	1	0													
24	24	47	47	0.0		1/4	1/4	Spanner	2/4	1	1	0													11
24	24	47	47	0.0		1/4	1/4	Chord	2/4	1	1	0	grace16after	1/16	1	284									11
24	24	47	47	0.0		1/4	1/4	Chord	2/4	1	1	0	grace16after	1/16	1	285									11
24	24	47	47	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	286		ornamentTrill							11
24	24	46	46	0.0		0	0	Spanner	2/4	2	1	0												12	
24	24	46	46	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	287		articStaccatoBelow						12	
24	24	93/2	93/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	288		articStaccatoBelow						12	
24	24	47	47	0.0		1/4	1/4	Spanner	2/4	2	1	0													
24	24	47	47	0.0		1/4	1/4	Spanner	2/4	2	1	0													12
24	24	47	47	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	289		articStaccatoBelow							12
24	24	95/2	95/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	290		articStaccatoBelow							12
24	24	46	46	0.0		0	0	Spanner	2/4	3	1	0												13	
24	24	46	46	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	291								13	
24	24	93/2	93/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	292								13	
24	24	47	47	0.0		1/4	1/4	Spanner	2/4	3	1	0													
24	24	47	47	0.0		1/4	1/4	Spanner	2/4	3	1	0													13
24	24	47	47	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	293									13
24	24	95/2	95/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	294									13
24	24	93/2	93/2	0.0		1/8	1/8	Spanner	2/4	4	1	0												14	
24	24	93/2	93/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	295		articStaccatoAbove						14	
24	24	47	47	0.0		1/4	1/4	Spanner	2/4	4	1	0												14	14
24	24	47	47	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	296		articStaccatoAbove						14	14
24	24	95/2	95/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	297		articStaccatoAbove						14	14
25	25	48	48	0.0		0	0	Spanner	2/4	1	1	0													
25	25	48	48	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	298							18		
25	25	97/2	97/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	299							18		
25	25	195/4	195/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	300									
25	25	49	49	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	301		articStaccatoAbove							
25	25	99/2	99/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	302		articStaccatoAbove							
25	25	48	48	0.0		0	0	Dynamic	2/4	2	1	0					pp								
25	25	48	48	0.0		0	0	Spanner	2/4	2	1	0													
25	25	48	48	2.0		0	0	Chord	2/4	2	1	1/2		1/2	1	303									
25	25	48	48	0.0		0	0	Dynamic	2/4	3	1	0					pp								
25	25	48	48	0.0		0	0	Dynamic	2/4	3	1	0					pp								
25	25	48	48	0.0		0	0	Spanner	2/4	3	1	0													
25	25	48	48	2.0		0	0	Chord	2/4	3	1	1/2		1/2	1	304									
25	25	48	48	0.0		0	0	Dynamic	2/4	4	1	0					pp								
25	25	48	48	0.0		0	0	Spanner	2/4	4	1	0													
25	25	48	48	0.0		0	0	Spanner	2/4	4	1	0													
25	25	48	48	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	305									
25	25	97/2	97/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	306									
25	25	49	49	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	307									
25	25	99/2	99/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	308									
26	26	50	50	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	309							19		
26	26	201/4	201/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	310							19		
26	26	101/2	101/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	311							19		
26	26	203/4	203/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	312									
26	26	51	51	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	313		articStaccatoAbove							
26	26	103/2	103/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	314		articStaccatoAbove							
26	26	50	50	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	315							20		
26	26	101/2	101/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	316							20		
26	26	203/4	203/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	317									
26	26	51	51	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	318		articStaccatoBelow							
26	26	103/2	103/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	319		articStaccatoBelow							
26	26	50	50	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	320							21		
26	26	101/2	101/2	0.25		1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	321							21		
26	26	203/4	203/4	0.25		3/16	3/16	Chord	2/4	3	1	1/16		1/16	1	322									
26	26	51	51	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	323		articStaccatoAbove							
26	26	103/2	103/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	324		articStaccatoAbove							
26	26	50	50	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	325									
26	26	101/2	101/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	326									
26	26	51	51	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	327									
26	26	103/2	103/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	328									
27	27	52	52	0.0		0	0	StaffText	2/4	1	1	0							<i>cresc.</i>						
27	27	52	52	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	329		articStaccatoAbove							
27	27	105/2	105/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	330		articStaccatoAbove							
27	27	53	53	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	331							22		
27	27	107/2	107/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	332							22		
27	27	215/4	215/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	333									
27	27	52	52	0.0		0	0	StaffText	2/4	2	1	0							<i>cresc.</i>						
27	27	52	52	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	334		articStaccatoBelow							
27	27	105/2	105/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	335		articStaccatoBelow							
27	27	53	53	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	336							23		
27	27	107/2	107/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	337							23		
27	27	215/4	215/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	338									
27	27	52	52	0.0		0	0	StaffText	2/4	3	1	0							<i>cresc.</i>						
27	27	52	52	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	339		articStaccatoBelow							
27	27	105/2	105/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	340		articStaccatoBelow							
27	27	53	53	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	341							24		
27	27	107/2	107/2	0.25		3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	342							24		
27	27	215/4	215/4	0.25		7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	343									
27	27	52	52	0.0		0	0	StaffText	2/4	4	1	0							<i>cresc.</i>						
27	27	52	52	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	344									
27	27	105/2	105/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	345									
27	27	53	53	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	346									
27	27	107/2	107/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	347									
28	28	54	54	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	348							25		
28	28	109/2	109/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	349									
28	28	55	55	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	350									
28	28	54	54	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	351							26		
28	28	109/2	109/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	352									
28	28	55	55	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	353									
28	28	54	54	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	354							27		
28	28	109/2	109/2	0.25		1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	355									
28	28	55	55	1.0		1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	356									
28	28	54	54	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	357									
28	28	109/2	109/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	358									
28	28	55	55	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	359									
28	28	111/2	111/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	360									
29	29	56	56	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	361							28		
29	29	113/2	113/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	362							28		
29	29	227/4	227/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	363									
29	29	57	57	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	364		articStaccatoAbove							
29	29	115/2	115/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	365		articStaccatoAbove							
29	29	56	56	2.0		0	0	Chord	2/4	2	1	1/2		1/2	1	366									
29	29	56	56	2.0		0	0	Chord	2/4	3	1	1/2		1/2	1	367									
29	29	56	56	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	368									
29	29	113/2	113/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	369									
29	29	57	57	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	370									
29	29	115/2	115/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	371									
30	30	58	58	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	372							29		
30	30	233/4	233/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	373							29		
30	30	117/2	117/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	374							29		
30	30	235/4	235/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	375									
30	30	59	59	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	376		articStaccatoAbove							
30	30	119/2	119/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	377		articStaccatoAbove							
30	30	58	58	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	378							30		
30	30	117/2	117/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	379							30		
30	30	235/4	235/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	380									
30	30	59	59	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	381		articStaccatoBelow							
30	30	119/2	119/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	382		articStaccatoBelow							
30	30	58	58	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	383							31		
30	30	117/2	117/2	0.25		1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	384							31		
30	30	235/4	235/4	0.25		3/16	3/16	Chord	2/4	3	1	1/16		1/16	1	385									
30	30	59	59	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	386		articStaccatoAbove							
30	30	119/2	119/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	387		articStaccatoAbove							
30	30	58	58	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	388									
30	30	117/2	117/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	389									
30	30	59	59	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	390									
30	30	119/2	119/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	391									
31	31	60	60	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	392									
31	31	121/2	121/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	393									
31	31	61	61	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	394							32		
31	31	123/2	123/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	395							32		
31	31	247/4	247/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	396									
31	31	60	60	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	397									
31	31	121/2	121/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	398									
31	31	61	61	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	399							33		
31	31	123/2	123/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	400							33		
31	31	247/4	247/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	401									
31	31	60	60	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	402									
31	31	121/2	121/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	403									
31	31	61	61	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	404							34		
31	31	123/2	123/2	0.25		3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	405							34		
31	31	247/4	247/4	0.25		7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	406									
31	31	60	60	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	407									
31	31	121/2	121/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	408									
31	31	61	61	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	409									
31	31	123/2	123/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	410									
32	32		62	0.0	1	0	0	Dynamic	2/4	1	1	0					sf								
32	32		62	0.0	1	0	0	Spanner	2/4	1	1	0													15
32	32		62	0.5	1	0	0	Chord	2/4	1	1	1/8		1/8	1	411							35		15
32	32		125/2	0.25	1	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	412									15
32	32		63	0.5	1	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	413		articStaccatoAbove							15
32	32		127/2	0.0	1	3/8	3/8	Dynamic	2/4	1	1	0					p								
32	32		127/2	0.0	1	3/8	3/8	Spanner	2/4	1	1	0													
32	32		127/2	0.5	1	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	414		articStaccatoAbove							
32	32		62	0.0	1	0	0	Dynamic	2/4	2	1	0					sf								
32	32		62	0.0	1	0	0	Spanner	2/4	2	1	0													16
32	32		62	0.5	1	0	0	Chord	2/4	2	1	1/8		1/8	1	415									16
32	32		125/2	0.25	1	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	416									16
32	32		63	0.5	1	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	417		articStaccatoBelow							16
32	32		127/2	0.0	1	3/8	3/8	Dynamic	2/4	2	1	0					p								
32	32		127/2	0.0	1	3/8	3/8	Spanner	2/4	2	1	0													
32	32		127/2	0.5	1	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	418		articStaccatoBelow							
32	32		62	0.0	1	0	0	Dynamic	2/4	3	1	0					sf								
32	32		62	0.0	1	0	0	Spanner	2/4	3	1	0													17
32	32		62	0.5	1	0	0	Chord	2/4	3	1	1/8		1/8	1	419									17
32	32		125/2	0.25	1	1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	420									17
32	32		63	0.5	1	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	421		articStaccatoBelow							17
32	32		127/2	0.0	1	3/8	3/8	Dynamic	2/4	3	1	0					p								
32	32		127/2	0.0	1	3/8	3/8	Spanner	2/4	3	1	0													
32	32		127/2	0.5	1	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	422		articStaccatoBelow							
32	32		62	0.0	1	0	0	Dynamic	2/4	4	1	0					sf								
32	32		62	0.0	1	0	0	Spanner	2/4	4	1	0													18
32	32		62	0.5	1	0	0	Chord	2/4	4	1	1/8		1/8	1	423									18
32	32		125/2	0.5	1	1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	424									18
32	32		63	0.5	1	1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	425									18
32	32		127/2	0.0	1	3/8	3/8	Spanner	2/4	4	1	0													
33	33		64	0.5	1	0	0	Chord	2/4	1	1	1/8		1/8	1	426		articStaccatoAbove							
33	33		129/2	0.5	1	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	427		articStaccatoAbove							
33	33		65	0.5	1	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	428		articStaccatoAbove							
33	33		131/2	0.5	1	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	429		articStaccatoAbove							
33	33		64	0.5	1	0	0	Chord	2/4	2	1	1/8		1/8	1	430		articStaccatoBelow							
33	33		129/2	0.5	1	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	431		articStaccatoBelow							
33	33		65	0.5	1	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	432		articStaccatoBelow							
33	33		131/2	0.5	1	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	433		articStaccatoBelow							
33	33		64	0.5	1	0	0	Chord	2/4	3	1	1/8		1/8	1	434		articStaccatoBelow							
33	33		129/2	0.5	1	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	435		articStaccatoBelow							
33	33		65	0.5	1	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	436		articStaccatoBelow							
33	33		131/2	0.5	1	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	437		articStaccatoBelow							
34	32	62	66	0.0	2	0	0	Dynamic	2/4	1	1	0					sf								
34	32	62	66	0.0	2	0	0	Spanner	2/4	1	1	0													19
34	32	62	66	0.5	2	0	0	Chord	2/4	1	1	1/8		1/8	1	438							36		19
34	32	125/2	133/2	0.25	2	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	439									19
34	32	63	67	0.0	2	1/4	1/4	Spanner	2/4	1	1	0													
34	32	63	67	1.0	2	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	440									
34	32	62	66	0.0	2	0	0	Dynamic	2/4	2	1	0					sf								
34	32	62	66	0.0	2	0	0	Spanner	2/4	2	1	0													20
34	32	62	66	0.5	2	0	0	Chord	2/4	2	1	1/8		1/8	1	441							37		20
34	32	125/2	133/2	0.25	2	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	442									20
34	32	63	67	0.0	2	1/4	1/4	Spanner	2/4	2	1	0													
34	32	63	67	1.0	2	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	443									
34	32	62	66	0.0	2	0	0	Dynamic	2/4	3	1	0					sf								
34	32	62	66	0.0	2	0	0	Spanner	2/4	3	1	0													21
34	32	62	66	0.5	2	0	0	Chord	2/4	3	1	1/8		1/8	1	444							38		21
34	32	125/2	133/2	0.25	2	1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	445									21
34	32	63	67	0.0	2	1/4	1/4	Spanner	2/4	3	1	0													
34	32	63	67	1.0	2	1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	446									
34	32	62	66	0.0	2	0	0	Dynamic	2/4	4	1	0					sf								
34	32	62	66	0.0	2	0	0	Spanner	2/4	4	1	0													22
34	32	62	66	0.5	2	0	0	Chord	2/4	4	1	1/8		1/8	1	447		articStaccatoAbove							22
34	32	125/2	133/2	0.5	2	1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	448		articStaccatoAbove							22
34	32	63	67	0.5	2	1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	449		articStaccatoBelow							22
34	32	127/2	135/2	0.0	2	3/8	3/8	Dynamic	2/4	4	1	0					p								
34	32	127/2	135/2	0.0	2	3/8	3/8	Spanner	2/4	4	1	0													
34	32	127/2	135/2	0.5	2	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	450		articStaccatoBelow							
35	33	64	68	0.0	2	0	0	StaffText	2/4	4	1	0							<i>cresc.</i>						
35	33	64	68	0.5	2	0	0	Chord	2/4	4	1	1/8		1/8	1	451									
35	33	129/2	137/2	0.5	2	1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	452									
35	33	65	69	0.5	2	1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	453							39		
35	33	131/2	139/2	0.25	2	3/8	3/8	Chord	2/4	4	1	1/16		1/16	1	454							39		
35	33	263/4	279/4	0.25	2	7/16	7/16	Chord	2/4	4	1	1/16		1/16	1	455									
36	34	66	70	0.0		0	0	Dynamic	2/4	4	1	0					sf								
36	34	66	70	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	456							40		
36	34	133/2	141/2	0.0		1/8	1/8	Spanner	2/4	4	1	0													23
36	34	133/2	141/2	0.25		1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	457									23
36	34	67	71	0.0		1/4	1/4	Dynamic	2/4	4	1	0					sf								23
36	34	67	71	1.0		1/4	1/4	Chord	2/4	4	1	1/4		1/4	1	458									23
37	35	68	72	0.0		0	0	StaffText	2/4	3	1	0							<i>cresc.</i>						
37	35	68	72	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	459									
37	35	137/2	145/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	460									
37	35	69	73	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	461							41		
37	35	139/2	147/2	0.25		3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	462							41		
37	35	279/4	295/4	0.25		7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	463									
37	35	68	72	0.0		0	0	Spanner	2/4	4	1	0													
37	35	68	72	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	464							42		
37	35	137/2	145/2	0.0		1/8	1/8	Spanner	2/4	4	1	0													24
37	35	137/2	145/2	0.25		1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	465									24
37	35	69	73	1.0		1/4	1/4	Chord	2/4	4	1	1/4		1/4	1	466									24
38	36	70	74	0.0		0	0	StaffText	2/4	1	1	0							<i>cresc.</i>						
