mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	decrescendo_hairpin	crescendo_hairpin
62	62	185	185	0.25		1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	836		articStaccatoBelow				
62	62	741/4	741/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	837		articStaccatoBelow				
62	62	371/2	371/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	838		articStaccatoBelow				
62	62	743/4	743/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	839		articStaccatoBelow				
62	62	183	183	1.0		0	0	Chord	6/8	2	1	1/4		1/4	1	840						
62	62	183	183	1.0		0	0	Chord	6/8	3	1	1/4		1/4	1	841						
62	62	183	183	1.0		0	0	Chord	6/8	4	1	1/4		1/4	1	842						
63	63	186	186	0.0		0	0	Dynamic	6/8	1	1	0					sf					
63	63	186	186	1.5		0	0	Chord	6/8	1	1	3/8		1/4	3/2	843						
63	63	375/2	375/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	844						
63	63	188	188	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	845		articStaccatoBelow				
63	63	377/2	377/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	846		articStaccatoBelow				
63	63	186	186	0.0		0	0	Dynamic	6/8	2	1	0					sf					
63	63	186	186	1.5		0	0	Chord	6/8	2	1	3/8		1/4	3/2	847						
63	63	375/2	375/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	848						
63	63	188	188	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	849		articStaccatoBelow				
63	63	377/2	377/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	850		articStaccatoBelow				
63	63	186	186	0.0		0	0	Dynamic	6/8	3	1	0					sf					
63	63	186	186	1.5		0	0	Chord	6/8	3	1	3/8		1/4	3/2	851						
63	63	375/2	375/2	0.5		3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	852						
63	63	188	188	0.5		1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	853		articStaccatoAbove				
63	63	377/2	377/2	0.5		5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	854		articStaccatoAbove				
63	63	186	186	0.0		0	0	Dynamic	6/8	4	1	0					sf					
63	63	186	186	0.5		0	0	Chord	6/8	4	1	1/8		1/8	1	855						
63	63	373/2	373/2	0.5		1/8	1/8	Chord	6/8	4	1	1/8		1/8	1	856						
63	63	187	187	0.5		1/4	1/4	Chord	6/8	4	1	1/8		1/8	1	857						
63	63	375/2	375/2	0.5		3/8	3/8	Chord	6/8	4	1	1/8		1/8	1	858						
63	63	188	188	0.5		1/2	1/2	Chord	6/8	4	1	1/8		1/8	1	859						
63	63	377/2	377/2	0.5		5/8	5/8	Chord	6/8	4	1	1/8		1/8	1	860						
64	64	189	189	0.25		0	0	Chord	6/8	1	1	1/16		1/16	1	861				115		
64	64	757/4	757/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	862						
64	64	379/2	379/2	0.25		1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	863		articStaccatoAbove				
64	64	759/4	759/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	864		articStaccatoAbove				
64	64	190	190	0.25		1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	865		articStaccatoAbove				
64	64	761/4	761/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	866		articStaccatoAbove				
64	64	381/2	381/2	0.25		3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	867		articStaccatoBelow				
64	64	763/4	763/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	868		articStaccatoBelow				
64	64	191	191	0.25		1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	869		articStaccatoBelow				
64	64	765/4	765/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	870		articStaccatoBelow				
64	64	383/2	383/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	871		articStaccatoBelow				
64	64	767/4	767/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	872		articStaccatoBelow				
64	64	189	189	1.0		0	0	Chord	6/8	2	1	1/4		1/4	1	873						
64	64	189	189	1.0		0	0	Chord	6/8	3	1	1/4		1/4	1	874						
64	64	189	189	1.0		0	0	Chord	6/8	4	1	1/4		1/4	1	875						
65	65	192	192	1.5		0	0	Chord	6/8	1	1	3/8		1/4	3/2	876						
65	65	387/2	387/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	877						
65	65	194	194	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	878		articStaccatoBelow				
65	65	389/2	389/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	879		articStaccatoBelow				
65	65	192	192	0.0		0	0	Dynamic	6/8	2	1	0					sf					
65	65	192	192	0.0		0	0	Dynamic	6/8	2	1	0					sf					
65	65	192	192	1.5		0	0	Chord	6/8	2	1	3/8		1/4	3/2	880						
65	65	387/2	387/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	881						
65	65	194	194	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	882		articStaccatoBelow				
65	65	389/2	389/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	883		articStaccatoBelow				
65	65	192	192	0.0		0	0	Dynamic	6/8	3	1	0					sf					
65	65	192	192	1.5		0	0	Chord	6/8	3	1	3/8		1/4	3/2	884						
65	65	387/2	387/2	0.5		3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	885						
65	65	194	194	0.5		1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	886		articStaccatoAbove				
65	65	389/2	389/2	0.5		5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	887		articStaccatoAbove				
65	65	192	192	0.0		0	0	Dynamic	6/8	4	1	0					sf					
65	65	192	192	0.5		0	0	Chord	6/8	4	1	1/8		1/8	1	888				116		
65	65	385/2	385/2	0.5		1/8	1/8	Chord	6/8	4	1	1/8		1/8	1	889				116		
65	65	193	193	0.5		1/4	1/4	Chord	6/8	4	1	1/8		1/8	1	890						
65	65	387/2	387/2	0.5		3/8	3/8	Chord	6/8	4	1	1/8		1/8	1	891						
65	65	194	194	0.5		1/2	1/2	Chord	6/8	4	1	1/8		1/8	1	892						
65	65	389/2	389/2	0.5		5/8	5/8	Chord	6/8	4	1	1/8		1/8	1	893						
66	66	195	195	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	894						
66	66	195	195	1.0		0	0	Chord	6/8	2	1	1/4		1/4	1	895						
66	66	195	195	1.0		0	0	Chord	6/8	3	1	1/4		1/4	1	896						
66	66	393/2	393/2	0.0		3/8	3/8	Dynamic	6/8	3	1	0					p					
66	66	393/2	393/2	1.0		3/8	3/8	Chord	6/8	3	1	1/4		1/4	1	897		articStaccatoAbove		117		
66	66	395/2	395/2	0.5		5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	898		articStaccatoAbove				
66	66	195	195	1.0		0	0	Chord	6/8	4	1	1/4		1/4	1	899						
67	67	198	198	0.0		0	0	StaffText	6/8	3	1	0							cresc.			
67	67	198	198	1.0		0	0	Chord	6/8	3	1	1/4		1/4	1	900		articStaccatoAbove		118		
67	67	199	199	0.5		1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	901		articStaccatoAbove		118		
67	67	399/2	399/2	1.0		3/8	3/8	Chord	6/8	3	1	1/4		1/4	1	902		articStaccatoAbove		118		
67	67	401/2	401/2	0.5		5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	903		articStaccatoAbove				
68	68	201	201	0.0		0	0	Dynamic	6/8	1	1	0					sfp					
68	68	201	201	1.5		0	0	Chord	6/8	1	1	3/8		1/4	3/2	904						
68	68	405/2	405/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	905						
68	68	203	203	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	906		articStaccatoAbove				
68	68	407/2	407/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	907		articStaccatoAbove				
68	68	201	201	0.0		0	0	Dynamic	6/8	2	1	0					sfp					
68	68	201	201	1.5		0	0	Chord	6/8	2	1	3/8		1/4	3/2	908						
68	68	405/2	405/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	909						
68	68	203	203	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	910		articStaccatoBelow				
68	68	407/2	407/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	911		articStaccatoBelow				
68	68	201	201	0.0		0	0	Dynamic	6/8	3	1	0					sfp					
68	68	201	201	1.5		0	0	Chord	6/8	3	1	3/8		1/4	3/2	912						
68	68	405/2	405/2	0.5		3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	913						
68	68	203	203	0.5		1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	914		articStaccatoAbove				
68	68	407/2	407/2	0.5		5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	915		articStaccatoAbove				
68	68	201	201	0.0		0	0	Dynamic	6/8	4	1	0					sfp					
68	68	201	201	1.5		0	0	Chord	6/8	4	1	3/8		1/4	3/2	916						
68	68	405/2	405/2	0.5		3/8	3/8	Chord	6/8	4	1	1/8		1/8	1	917						
68	68	203	203	0.5		1/2	1/2	Chord	6/8	4	1	1/8		1/8	1	918		articStaccatoAbove				
68	68	407/2	407/2	0.5		5/8	5/8	Chord	6/8	4	1	1/8		1/8	1	919		articStaccatoAbove				
69	69	204	204	0.5		0	0	Chord	6/8	1	1	1/8		1/8	1	920		articStaccatoAbove				
69	69	409/2	409/2	0.5		1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	921		articStaccatoAbove				
69	69	205	205	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	922		articStaccatoAbove				
69	69	411/2	411/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	923		articStaccatoBelow				
69	69	206	206	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	924		articStaccatoBelow				
69	69	413/2	413/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	925		articStaccatoBelow				
69	69	204	204	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	926		articStaccatoBelow				
69	69	409/2	409/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	927		articStaccatoBelow				
69	69	205	205	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	928		articStaccatoBelow				
69	69	411/2	411/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	929		articStaccatoBelow				
69	69	206	206	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	930		articStaccatoBelow				
69	69	413/2	413/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	931		articStaccatoBelow				
69	69	204	204	0.5		0	0	Chord	6/8	3	1	1/8		1/8	1	932		articStaccatoAbove				
69	69	409/2	409/2	0.5		1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	933		articStaccatoAbove				
69	69	205	205	0.5		1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	934		articStaccatoAbove				
69	69	411/2	411/2	0.5		3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	935		articStaccatoBelow				
69	69	206	206	0.5		1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	936		articStaccatoBelow				
69	69	413/2	413/2	0.5		5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	937		articStaccatoBelow				
69	69	204	204	0.5		0	0	Chord	6/8	4	1	1/8		1/8	1	938		articStaccatoAbove				
69	69	409/2	409/2	0.5		1/8	1/8	Chord	6/8	4	1	1/8		1/8	1	939		articStaccatoAbove				
69	69	205	205	0.5		1/4	1/4	Chord	6/8	4	1	1/8		1/8	1	940		articStaccatoAbove				
69	69	411/2	411/2	0.5		3/8	3/8	Chord	6/8	4	1	1/8		1/8	1	941		articStaccatoAbove				
69	69	206	206	0.5		1/2	1/2	Chord	6/8	4	1	1/8		1/8	1	942		articStaccatoAbove				
69	69	413/2	413/2	0.5		5/8	5/8	Chord	6/8	4	1	1/8		1/8	1	943		articStaccatoAbove				
70	70	207	207	0.5		0	0	Chord	6/8	1	1	1/8		1/8	1	944				119		
70	70	415/2	415/2	0.5		1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	945						
70	70	208	208	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	946		articStaccatoBelow				
70	70	417/2	417/2	0.0		3/8	3/8	StaffText	6/8	1	1	0							cresc.			
70	70	417/2	417/2	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	947		articStaccatoBelow		120		
70	70	419/2	419/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	948		articStaccatoBelow				
70	70	207	207	1.0		0	0	Chord	6/8	2	1	1/4		1/4	1	949						
70	70	417/2	417/2	0.0		3/8	3/8	StaffText	6/8	2	1	0							cresc.			
70	70	417/2	417/2	1.0		3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	950		articStaccatoBelow		121		
70	70	419/2	419/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	951		articStaccatoBelow				
70	70	207	207	1.0		0	0	Chord	6/8	3	1	1/4		1/4	1	952						
70	70	417/2	417/2	0.0		3/8	3/8	StaffText	6/8	3	1	0							cresc.			
70	70	417/2	417/2	1.0		3/8	3/8	Chord	6/8	3	1	1/4		1/4	1	953		articStaccatoBelow		122		
70	70	419/2	419/2	0.5		5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	954		articStaccatoBelow				
70	70	207	207	1.0		0	0	Chord	6/8	4	1	1/4		1/4	1	955						
70	70	417/2	417/2	0.0		3/8	3/8	StaffText	6/8	4	1	0							cresc			
70	70	417/2	417/2	1.0		3/8	3/8	Chord	6/8	4	1	1/4		1/4	1	956		articStaccatoAbove		123		
70	70	419/2	419/2	0.5		5/8	5/8	Chord	6/8	4	1	1/8		1/8	1	957		articStaccatoAbove				
71	71	210	210	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	958		articStaccatoBelow		124		
71	71	211	211	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	959		articStaccatoBelow				
71	71	423/2	423/2	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	960		articStaccatoBelow		125		
71	71	425/2	425/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	961		articStaccatoBelow				
71	71	210	210	1.0		0	0	Chord	6/8	2	1	1/4		1/4	1	962		articStaccatoBelow		126		
71	71	211	211	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	963		articStaccatoBelow				
71	71	423/2	423/2	1.0		3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	964		articStaccatoBelow		127		
71	71	425/2	425/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	965		articStaccatoBelow				
71	71	210	210	1.0		0	0	Chord	6/8	3	1	1/4		1/4	1	966		articStaccatoBelow		128		
71	71	211	211	0.5		1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	967		articStaccatoBelow				
71	71	423/2	423/2	1.0		3/8	3/8	Chord	6/8	3	1	1/4		1/4	1	968		articStaccatoBelow		129		
71	71	425/2	425/2	0.5		5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	969		articStaccatoBelow				
71	71	210	210	1.0		0	0	Chord	6/8	4	1	1/4		1/4	1	970		articStaccatoAbove		130		
71	71	211	211	0.5		1/4	1/4	Chord	6/8	4	1	1/8		1/8	1	971		articStaccatoAbove				
71	71	423/2	423/2	1.0		3/8	3/8	Chord	6/8	4	1	1/4		1/4	1	972		articStaccatoAbove		131		
71	71	425/2	425/2	0.5		5/8	5/8	Chord	6/8	4	1	1/8		1/8	1	973		articStaccatoAbove				
72	72	213	213	0.0		0	0	Dynamic	6/8	1	1	0					f					
72	72	213	213	1.5		0	0	Chord	6/8	1	1	3/8		1/4	3/2	974						
72	72	429/2	429/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	975						
72	72	215	215	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	976		articStaccatoAbove				
72	72	431/2	431/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	977		articStaccatoAbove				
72	72	213	213	0.0		0	0	Dynamic	6/8	2	1	0					f					
72	72	213	213	1.5		0	0	Chord	6/8	2	1	3/8		1/4	3/2	978						
72	72	429/2	429/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	979						
72	72	215	215	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	980		articStaccatoAbove				
72	72	431/2	431/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	981		articStaccatoAbove				
72	72	213	213	0.0		0	0	Dynamic	6/8	3	1	0					f					
72	72	213	213	1.5		0	0	Chord	6/8	3	1	3/8		1/4	3/2	982						
72	72	429/2	429/2	0.5		3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	983						
72	72	215	215	0.5		1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	984		articStaccatoAbove				
72	72	431/2	431/2	0.5		5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	985		articStaccatoAbove				
72	72	213	213	0.0		0	0	Dynamic	6/8	4	1	0					f					
72	72	213	213	1.5		0	0	Chord	6/8	4	1	3/8		1/4	3/2	986						
72	72	429/2	429/2	0.5		3/8	3/8	Chord	6/8	4	1	1/8		1/8	1	987						
72	72	215	215	0.5		1/2	1/2	Chord	6/8	4	1	1/8		1/8	1	988		articStaccatoAbove				
72	72	431/2	431/2	0.5		5/8	5/8	Chord	6/8	4	1	1/8		1/8	1	989		articStaccatoAbove				
73	73	216	216	0.5		0	0	Chord	6/8	1	1	1/8		1/8	1	990		articStaccatoAbove				
73	73	433/2	433/2	0.5		1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	991		articStaccatoAbove				
73	73	217	217	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	992		articStaccatoAbove				
73	73	435/2	435/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	993				132		
73	73	218	218	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	994						
73	73	437/2	437/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	995		articStaccatoAbove				
73	73	216	216	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	996		articStaccatoAbove				
73	73	433/2	433/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	997		articStaccatoAbove				
73	73	217	217	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	998		articStaccatoAbove				
73	73	435/2	435/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	999				133		
73	73	218	218	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1000						
73	73	437/2	437/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1001		articStaccatoBelow				
73	73	216	216	0.5		0	0	Chord	6/8	3	1	1/8		1/8	1	1002		articStaccatoAbove				
73	73	433/2	433/2	0.5		1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	1003		articStaccatoAbove				
73	73	217	217	0.5		1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	1004		articStaccatoAbove				
73	73	435/2	435/2	0.5		3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	1005		articStaccatoBelow				
73	73	218	218	0.5		1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	1006		articStaccatoBelow				
73	73	437/2	437/2	0.5		5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	1007		articStaccatoBelow				
73	73	216	216	0.5		0	0	Chord	6/8	4	1	1/8		1/8	1	1008		articStaccatoAbove				
73	73	433/2	433/2	0.5		1/8	1/8	Chord	6/8	4	1	1/8		1/8	1	1009		articStaccatoAbove				
73	73	217	217	0.5		1/4	1/4	Chord	6/8	4	1	1/8		1/8	1	1010		articStaccatoAbove				
73	73	435/2	435/2	0.5		3/8	3/8	Chord	6/8	4	1	1/8		1/8	1	1011		articStaccatoAbove				
73	73	218	218	0.5		1/2	1/2	Chord	6/8	4	1	1/8		1/8	1	1012		articStaccatoAbove				
73	73	437/2	437/2	0.5		5/8	5/8	Chord	6/8	4	1	1/8		1/8	1	1013		articStaccatoAbove				
74	74	219	219	0.0		0	0	Dynamic	6/8	1	1	0					p					
74	74	219	219	0.25		0	0	Chord	6/8	1	1	1/16		1/16	1	1014				134		
74	74	877/4	877/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	1015						
74	74	439/2	439/2	0.25		1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	1016		articStaccatoAbove				
74	74	879/4	879/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	1017		articStaccatoAbove				
74	74	220	220	0.25		1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1018		articStaccatoAbove				
74	74	881/4	881/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1019		articStaccatoAbove				
74	74	441/2	441/2	0.25		3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	1020				135		
74	74	883/4	883/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	1021						
74	74	221	221	0.25		1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	1022		articStaccatoAbove				
74	74	885/4	885/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	1023		articStaccatoAbove				
74	74	443/2	443/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	1024		articStaccatoAbove				
74	74	887/4	887/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	1025		articStaccatoAbove				
74	74	219	219	0.0		0	0	Dynamic	6/8	2	1	0					p					
74	74	219	219	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	1026						
74	74	439/2	439/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1027				136		
74	74	220	220	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1028						
74	74	221	221	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1029				137		
74	74	443/2	443/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1030						
74	74	219	219	0.0		0	0	Dynamic	6/8	3	1	0					p					
74	74	219	219	0.5		0	0	Chord	6/8	3	1	1/8		1/8	1	1031						
74	74	439/2	439/2	0.5		1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	1032				138		
74	74	220	220	0.5		1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	1033						
74	74	221	221	0.5		1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	1034				139		
74	74	443/2	443/2	0.5		5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	1035						
74	74	219	219	0.0		0	0	Dynamic	6/8	4	1	0					p					
74	74	219	219	1.0		0	0	Chord	6/8	4	1	1/4		1/4	1	1036						
74	74	441/2	441/2	1.0		3/8	3/8	Chord	6/8	4	1	1/4		1/4	1	1037						
75	75	222	222	0.25		0	0	Chord	6/8	1	1	1/16		1/16	1	1038				140		
75	75	889/4	889/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	1039						
75	75	445/2	445/2	0.25		1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	1040		articStaccatoAbove				
75	75	891/4	891/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	1041		articStaccatoAbove				
75	75	223	223	0.25		1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1042		articStaccatoAbove				
75	75	893/4	893/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1043		articStaccatoAbove				
75	75	447/2	447/2	0.25		3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	1044				141		
75	75	895/4	895/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	1045						
75	75	224	224	0.25		1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	1046		articStaccatoAbove				
75	75	897/4	897/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	1047		articStaccatoAbove				
75	75	449/2	449/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	1048		articStaccatoAbove				
75	75	899/4	899/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	1049		articStaccatoAbove				
75	75	445/2	445/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1050				142		
75	75	223	223	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1051						
75	75	224	224	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1052				143		
75	75	449/2	449/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1053						
75	75	445/2	445/2	0.5		1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	1054				144		
75	75	223	223	0.5		1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	1055						
75	75	224	224	0.5		1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	1056				145		
75	75	449/2	449/2	0.5		5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	1057						
75	75	222	222	1.0		0	0	Chord	6/8	4	1	1/4		1/4	1	1058						
75	75	447/2	447/2	1.0		3/8	3/8	Chord	6/8	4	1	1/4		1/4	1	1059						
76	76	225	225	0.25		0	0	Chord	6/8	1	1	1/16		1/16	1	1060				146		
76	76	901/4	901/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	1061						
76	76	451/2	451/2	0.25		1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	1062		articStaccatoAbove				
76	76	903/4	903/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	1063		articStaccatoAbove				
76	76	226	226	0.25		1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1064		articStaccatoAbove				
76	76	905/4	905/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1065		articStaccatoAbove				
76	76	453/2	453/2	0.25		3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	1066				147		
76	76	907/4	907/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	1067						
76	76	227	227	0.25		1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	1068		articStaccatoAbove				
76	76	909/4	909/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	1069		articStaccatoAbove				
76	76	455/2	455/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	1070		articStaccatoAbove				
76	76	911/4	911/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	1071		articStaccatoAbove				
76	76	451/2	451/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1072				148		
76	76	226	226	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1073						
76	76	227	227	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1074				149		
76	76	455/2	455/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1075						
76	76	451/2	451/2	0.5		1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	1076				150		
76	76	226	226	0.5		1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	1077						
76	76	227	227	0.5		1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	1078				151		
76	76	455/2	455/2	0.5		5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	1079						
