mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	Trill:trill
22	22	32	32	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	240					
22	22	129/4	129/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	241					
22	22	65/2	65/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	242					
22	22	131/4	131/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	243					
22	22	63/2	63/2	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	244					
22	22	32	32	0.0	1/8	1/8	Dynamic	3/8	3	1	0					sf				
22	22	32	32	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	245				16	
22	22	65/2	65/2	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	246					
22	22	63/2	63/2	0.5	0	0	Chord	3/8	4	1	1/8		1/8	1	247		articStaccatoBelow			
22	22	32	32	0.0	1/8	1/8	Dynamic	3/8	4	1	0					sf				
22	22	32	32	0.5	1/8	1/8	Chord	3/8	4	1	1/8		1/8	1	248				17	
22	22	65/2	65/2	0.5	1/4	1/4	Chord	3/8	4	1	1/8		1/8	1	249					
23	23	33	33	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	250					
23	23	67/2	67/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	251					
23	23	34	34	0.0	1/4	1/4	Chord	3/8	1	1	0	grace16after	1/16	1	252					
23	23	34	34	0.0	1/4	1/4	Chord	3/8	1	1	0	grace16after	1/16	1	253					
23	23	34	34	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	254		ornamentTrill			
23	23	33	33	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	255					
23	23	133/4	133/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	256					
23	23	67/2	67/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	257					
23	23	135/4	135/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	258					
23	23	34	34	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	259					
23	23	137/4	137/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	260					
23	23	33	33	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	261					
23	23	67/2	67/2	0.0	1/8	1/8	Dynamic	3/8	3	1	0					sf				
23	23	67/2	67/2	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	262				18	
23	23	34	34	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	263					
23	23	33	33	0.5	0	0	Chord	3/8	4	1	1/8		1/8	1	264		articStaccatoBelow			
23	23	67/2	67/2	0.0	1/8	1/8	Dynamic	3/8	4	1	0					sf				
23	23	67/2	67/2	0.5	1/8	1/8	Chord	3/8	4	1	1/8		1/8	1	265				19	
23	23	34	34	0.5	1/4	1/4	Chord	3/8	4	1	1/8		1/8	1	266					
24	24	69/2	69/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	267		articStaccatoAbove			
24	24	35	35	0.75	1/8	1/8	Chord	3/8	1	1	3/16		1/8	3/2	268					
24	24	143/4	143/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	269		articStaccatoAbove			
24	24	69/2	69/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	270					
24	24	139/4	139/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	271					
24	24	35	35	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	272					
24	24	141/4	141/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	273					
24	24	71/2	71/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	274					
24	24	143/4	143/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	275					
24	24	69/2	69/2	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	276					
24	24	35	35	0.0	1/8	1/8	Dynamic	3/8	3	1	0					sf				
24	24	35	35	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	277				20	
24	24	71/2	71/2	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	278					
24	24	69/2	69/2	0.5	0	0	Chord	3/8	4	1	1/8		1/8	1	279		articStaccatoBelow			
25	25	36	36	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	280		articStaccatoAbove			
25	25	73/2	73/2	0.75	1/8	1/8	Chord	3/8	1	1	3/16		1/8	3/2	281					
25	25	149/4	149/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	282		articStaccatoAbove			
25	25	36	36	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	283					
25	25	145/4	145/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	284					
25	25	73/2	73/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	285					
25	25	147/4	147/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	286					
25	25	37	37	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	287					
25	25	149/4	149/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	288					
25	25	36	36	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	289					
25	25	73/2	73/2	0.0	1/8	1/8	Dynamic	3/8	3	1	0					sf				
25	25	73/2	73/2	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	290				21	
25	25	37	37	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	291					
26	26	75/2	75/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	292					
26	26	38	38	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	293					
26	26	77/2	77/2	0.0	1/4	1/4	Chord	3/8	1	1	0	grace16after	1/16	1	294					
26	26	77/2	77/2	0.0	1/4	1/4	Chord	3/8	1	1	0	grace16after	1/16	1	295					
26	26	77/2	77/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	296		ornamentTrill			
26	26	75/2	75/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	297					
26	26	151/4	151/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	298					
26	26	38	38	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	299					
26	26	153/4	153/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	300					
26	26	77/2	77/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	301					
26	26	155/4	155/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	302					
26	26	75/2	75/2	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	303					
26	26	38	38	0.0	1/8	1/8	Dynamic	3/8	3	1	0					sf				
26	26	38	38	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	304				22	
26	26	77/2	77/2	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	305					
26	26	75/2	75/2	0.5	0	0	Chord	3/8	4	1	1/8		1/8	1	306		articStaccatoBelow			
26	26	38	38	0.0	1/8	1/8	Dynamic	3/8	4	1	0					sf				
26	26	38	38	0.5	1/8	1/8	Chord	3/8	4	1	1/8		1/8	1	307				23	
26	26	77/2	77/2	0.5	1/4	1/4	Chord	3/8	4	1	1/8		1/8	1	308					
27	27	39	39	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	309					
27	27	79/2	79/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	310					
27	27	40	40	0.0	1/4	1/4	Chord	3/8	1	1	0	grace16after	1/16	1	311					
27	27	40	40	0.0	1/4	1/4	Chord	3/8	1	1	0	grace16after	1/16	1	312					
27	27	40	40	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	313		ornamentTrill			
27	27	39	39	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	314					
27	27	157/4	157/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	315					
27	27	79/2	79/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	316					
27	27	159/4	159/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	317					
27	27	40	40	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	318					
27	27	161/4	161/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	319					
27	27	39	39	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	320					
27	27	79/2	79/2	0.0	1/8	1/8	Dynamic	3/8	3	1	0					sf				
27	27	79/2	79/2	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	321				24	
27	27	40	40	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	322					
27	27	39	39	0.5	0	0	Chord	3/8	4	1	1/8		1/8	1	323					
27	27	79/2	79/2	0.0	1/8	1/8	Dynamic	3/8	4	1	0					sf				
27	27	79/2	79/2	0.5	1/8	1/8	Chord	3/8	4	1	1/8		1/8	1	324				25	
27	27	40	40	0.5	1/4	1/4	Chord	3/8	4	1	1/8		1/8	1	325					
28	28	81/2	81/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	326					
28	28	165/4	165/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	327		articStaccatoAbove			
28	28	83/2	83/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	328		articStaccatoAbove			
28	28	167/4	167/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	329		articStaccatoAbove			
28	28	81/2	81/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	330					
28	28	165/4	165/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	331		articStaccatoBelow			
28	28	83/2	83/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	332		articStaccatoBelow			
28	28	167/4	167/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	333		articStaccatoBelow			
28	28	81/2	81/2	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	334					
28	28	165/4	165/4	0.25	3/16	3/16	Chord	3/8	3	1	1/16		1/16	1	335		articStaccatoBelow			
28	28	83/2	83/2	0.25	1/4	1/4	Chord	3/8	3	1	1/16		1/16	1	336		articStaccatoBelow			
28	28	167/4	167/4	0.25	5/16	5/16	Chord	3/8	3	1	1/16		1/16	1	337		articStaccatoBelow			
28	28	81/2	81/2	0.25	0	0	Chord	3/8	4	1	1/16		1/16	1	338		articStaccatoBelow			
28	28	163/4	163/4	0.25	1/16	1/16	Chord	3/8	4	1	1/16		1/16	1	339		articStaccatoBelow			
28	28	41	41	0.25	1/8	1/8	Chord	3/8	4	1	1/16		1/16	1	340		articStaccatoBelow			
28	28	165/4	165/4	0.25	3/16	3/16	Chord	3/8	4	1	1/16		1/16	1	341		articStaccatoBelow			
28	28	83/2	83/2	0.25	1/4	1/4	Chord	3/8	4	1	1/16		1/16	1	342		articStaccatoBelow			
28	28	167/4	167/4	0.25	5/16	5/16	Chord	3/8	4	1	1/16		1/16	1	343		articStaccatoBelow			
29	29	42	42	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	344					
29	29	171/4	171/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	345		articStaccatoAbove			
29	29	43	43	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	346		articStaccatoAbove			
29	29	173/4	173/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	347		articStaccatoAbove			
29	29	42	42	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	348					
29	29	171/4	171/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	349		articStaccatoBelow			
29	29	43	43	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	350		articStaccatoBelow			
29	29	173/4	173/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	351		articStaccatoBelow			
29	29	42	42	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	352					
29	29	171/4	171/4	0.25	3/16	3/16	Chord	3/8	3	1	1/16		1/16	1	353		articStaccatoBelow			
29	29	43	43	0.25	1/4	1/4	Chord	3/8	3	1	1/16		1/16	1	354		articStaccatoBelow			
29	29	173/4	173/4	0.25	5/16	5/16	Chord	3/8	3	1	1/16		1/16	1	355		articStaccatoBelow			
29	29	42	42	0.25	0	0	Chord	3/8	4	1	1/16		1/16	1	356		articStaccatoBelow			
29	29	169/4	169/4	0.25	1/16	1/16	Chord	3/8	4	1	1/16		1/16	1	357		articStaccatoBelow			
29	29	85/2	85/2	0.25	1/8	1/8	Chord	3/8	4	1	1/16		1/16	1	358		articStaccatoBelow			
29	29	171/4	171/4	0.25	3/16	3/16	Chord	3/8	4	1	1/16		1/16	1	359		articStaccatoBelow			
29	29	43	43	0.25	1/4	1/4	Chord	3/8	4	1	1/16		1/16	1	360		articStaccatoBelow			
29	29	173/4	173/4	0.25	5/16	5/16	Chord	3/8	4	1	1/16		1/16	1	361		articStaccatoBelow			
30	30	87/2	87/2	0.0	0	0	StaffText	3/8	1	1	0							cresc.		
30	30	87/2	87/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	362					
30	30	175/4	175/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	363					
30	30	44	44	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	364					
30	30	177/4	177/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	365					
30	30	89/2	89/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	366					
30	30	179/4	179/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	367					
30	30	87/2	87/2	0.0	0	0	StaffText	3/8	2	1	0							cresc.		
30	30	87/2	87/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	368					
30	30	175/4	175/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	369					
30	30	44	44	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	370					
30	30	177/4	177/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	371					
30	30	89/2	89/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	372					
30	30	179/4	179/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	373					
30	30	87/2	87/2	0.0	0	0	StaffText	3/8	3	1	0							cresc.		
30	30	87/2	87/2	0.25	0	0	Chord	3/8	3	1	1/16		1/16	1	374					
30	30	175/4	175/4	0.25	1/16	1/16	Chord	3/8	3	1	1/16		1/16	1	375					
30	30	44	44	0.25	1/8	1/8	Chord	3/8	3	1	1/16		1/16	1	376					
30	30	177/4	177/4	0.25	3/16	3/16	Chord	3/8	3	1	1/16		1/16	1	377					
30	30	89/2	89/2	0.25	1/4	1/4	Chord	3/8	3	1	1/16		1/16	1	378					
30	30	179/4	179/4	0.25	5/16	5/16	Chord	3/8	3	1	1/16		1/16	1	379					
30	30	87/2	87/2	0.0	0	0	StaffText	3/8	4	1	0							cresc.		
30	30	87/2	87/2	0.25	0	0	Chord	3/8	4	1	1/16		1/16	1	380					
30	30	175/4	175/4	0.25	1/16	1/16	Chord	3/8	4	1	1/16		1/16	1	381					
30	30	44	44	0.25	1/8	1/8	Chord	3/8	4	1	1/16		1/16	1	382					
30	30	177/4	177/4	0.25	3/16	3/16	Chord	3/8	4	1	1/16		1/16	1	383					
30	30	89/2	89/2	0.25	1/4	1/4	Chord	3/8	4	1	1/16		1/16	1	384					
30	30	179/4	179/4	0.25	5/16	5/16	Chord	3/8	4	1	1/16		1/16	1	385					
31	31	45	45	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	386					
31	31	181/4	181/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	387					
31	31	91/2	91/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	388					
31	31	183/4	183/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	389					
31	31	46	46	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	390					
31	31	185/4	185/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	391					
31	31	45	45	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	392					
31	31	181/4	181/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	393					
31	31	91/2	91/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	394					
31	31	183/4	183/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	395					
31	31	46	46	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	396					
31	31	185/4	185/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	397					
31	31	45	45	0.25	0	0	Chord	3/8	3	1	1/16		1/16	1	398					
31	31	181/4	181/4	0.25	1/16	1/16	Chord	3/8	3	1	1/16		1/16	1	399					
31	31	91/2	91/2	0.25	1/8	1/8	Chord	3/8	3	1	1/16		1/16	1	400					
31	31	183/4	183/4	0.25	3/16	3/16	Chord	3/8	3	1	1/16		1/16	1	401					
31	31	46	46	0.25	1/4	1/4	Chord	3/8	3	1	1/16		1/16	1	402					
31	31	185/4	185/4	0.25	5/16	5/16	Chord	3/8	3	1	1/16		1/16	1	403					
31	31	45	45	0.25	0	0	Chord	3/8	4	1	1/16		1/16	1	404					
31	31	181/4	181/4	0.25	1/16	1/16	Chord	3/8	4	1	1/16		1/16	1	405					
31	31	91/2	91/2	0.25	1/8	1/8	Chord	3/8	4	1	1/16		1/16	1	406					
31	31	183/4	183/4	0.25	3/16	3/16	Chord	3/8	4	1	1/16		1/16	1	407					
31	31	46	46	0.25	1/4	1/4	Chord	3/8	4	1	1/16		1/16	1	408					
31	31	185/4	185/4	0.25	5/16	5/16	Chord	3/8	4	1	1/16		1/16	1	409					
32	32	93/2	93/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	410		articStaccatoAbove			
32	32	47	47	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	411		articStaccatoAbove			
32	32	93/2	93/2	0.0	0	0	Dynamic	3/8	2	1	0					f				
32	32	93/2	93/2	0.0	0	0	Dynamic	3/8	2	1	0					f				
32	32	93/2	93/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	412		articStaccatoBelow			
32	32	47	47	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	413		articStaccatoBelow			
32	32	93/2	93/2	0.0	0	0	Dynamic	3/8	3	1	0					f				
32	32	93/2	93/2	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	414		articStaccatoAbove			
32	32	47	47	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	415		articStaccatoAbove			
32	32	93/2	93/2	0.0	0	0	Dynamic	3/8	4	1	0					f				
32	32	93/2	93/2	0.5	0	0	Chord	3/8	4	1	1/8		1/8	1	416		articStaccatoBelow			
32	32	47	47	0.5	1/8	1/8	Chord	3/8	4	1	1/8		1/8	1	417		articStaccatoBelow			
33	33	48	48	0.0	0	0	Dynamic	3/8	4	1	0					f				
33	33	48	48	0.5	0	0	Chord	3/8	4	1	1/8		1/8	1	418		articStaccatoBelow			
33	33	97/2	97/2	0.5	1/8	1/8	Chord	3/8	4	1	1/8		1/8	1	419		articStaccatoBelow			
33	33	49	49	0.5	1/4	1/4	Chord	3/8	4	1	1/8		1/8	1	420		articStaccatoBelow			
34	34	99/2	99/2	0.0	0	0	Dynamic	3/8	3	1	0					f				
34	34	99/2	99/2	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	421		articStaccatoBelow			
34	34	50	50	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	422		articStaccatoBelow			
34	34	101/2	101/2	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	423		articStaccatoBelow			
34	34	99/2	99/2	0.5	0	0	Chord	3/8	4	1	1/8		1/8	1	424		articStaccatoBelow			
34	34	50	50	0.5	1/8	1/8	Chord	3/8	4	1	1/8		1/8	1	425		articStaccatoBelow			
34	34	101/2	101/2	0.25	1/4	1/4	Chord	3/8	4	1	1/16		1/16	1	426				26	
34	34	203/4	203/4	0.25	5/16	5/16	Chord	3/8	4	1	1/16		1/16	1	427					
35	35	51	51	0.0	0	0	Dynamic	3/8	2	1	0					f				
35	35	51	51	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	428		articStaccatoBelow			
35	35	103/2	103/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	429		articStaccatoBelow			
35	35	52	52	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	430		articStaccatoBelow			
35	35	51	51	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	431		articStaccatoAbove			
35	35	103/2	103/2	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	432		articStaccatoAbove			
35	35	52	52	0.25	1/4	1/4	Chord	3/8	3	1	1/16		1/16	1	433				27	
35	35	209/4	209/4	0.25	5/16	5/16	Chord	3/8	3	1	1/16		1/16	1	434					
35	35	51	51	0.5	0	0	Chord	3/8	4	1	1/8		1/8	1	435		articStaccatoAbove			
35	35	103/2	103/2	0.5	1/8	1/8	Chord	3/8	4	1	1/8		1/8	1	436		articStaccatoAbove			
35	35	52	52	0.25	1/4	1/4	Chord	3/8	4	1	1/16		1/16	1	437				28	
35	35	209/4	209/4	0.25	5/16	5/16	Chord	3/8	4	1	1/16		1/16	1	438					
36	36	105/2	105/2	0.0	0	0	Dynamic	3/8	1	1	0					f				
36	36	105/2	105/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	439		articStaccatoAbove			
36	36	53	53	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	440		articStaccatoAbove			
36	36	107/2	107/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	441		articStaccatoAbove			
36	36	105/2	105/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	442		articStaccatoBelow			
36	36	53	53	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	443		articStaccatoBelow			
36	36	107/2	107/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	444				29	
36	36	215/4	215/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	445					
36	36	105/2	105/2	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	446		articStaccatoBelow			
36	36	53	53	0.75	1/8	1/8	Chord	3/8	3	1	3/16		1/8	3/2	447				30	
36	36	215/4	215/4	0.125	5/16	5/16	Chord	3/8	3	1	1/32		1/32	1	448				30	
36	36	431/8	431/8	0.125	11/32	11/32	Chord	3/8	3	1	1/32		1/32	1	449					
36	36	105/2	105/2	0.5	0	0	Chord	3/8	4	1	1/8		1/8	1	450		articStaccatoAbove			
36	36	53	53	0.5	1/8	1/8	Chord	3/8	4	1	1/8		1/8	1	451		articStaccatoAbove			
36	36	107/2	107/2	0.25	1/4	1/4	Chord	3/8	4	1	1/16		1/16	1	452				31	
36	36	215/4	215/4	0.25	5/16	5/16	Chord	3/8	4	1	1/16		1/16	1	453					
37	37	54	54	0.0	0	0	Dynamic	3/8	1	1	0					sf				
37	37	54	54	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	454					
37	37	55	55	0.0	1/4	1/4	Dynamic	3/8	1	1	0					p				
37	37	55	55	0.0	1/4	1/4	Spanner	3/8	1	1	0									0
37	37	55	55	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	455				32	0
37	37	221/4	221/4	0.125	5/16	5/16	Chord	3/8	1	1	1/32		1/32	1	456				32	0
37	37	443/8	443/8	0.0	11/32	11/32	Spanner	3/8	1	1	0									
37	37	443/8	443/8	0.125	11/32	11/32	Chord	3/8	1	1	1/32		1/32	1	457					
37	37	54	54	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	458					
37	37	55	55	0.0	1/4	1/4	Dynamic	3/8	2	1	0					sf				
37	37	55	55	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	459				33	
37	37	54	54	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	460					
37	37	55	55	0.0	1/4	1/4	Dynamic	3/8	3	1	0					sf				
37	37	55	55	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	461				34	
37	37	54	54	0.5	0	0	Chord	3/8	4	1	1/8		1/8	1	462		articStaccatoAbove			
37	37	109/2	109/2	0.0	1/8	1/8	Dynamic	3/8	4	1	0					sf				
37	37	109/2	109/2	1.0	1/8	1/8	Chord	3/8	4	1	1/4		1/4	1	463					
38	38	111/2	111/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	464				35	
38	38	56	56	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	465				35	
38	38	113/2	113/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	466					
38	38	111/2	111/2	0.0	0	0	Dynamic	3/8	2	1	0					p			33	
38	38	111/2	111/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	467				33	
38	38	56	56	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	468				33	
38	38	113/2	113/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	469					
38	38	111/2	111/2	0.0	0	0	Dynamic	3/8	3	1	0					p			34	
38	38	111/2	111/2	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	470				34	
38	38	56	56	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	471				34	
38	38	113/2	113/2	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	472					
38	38	111/2	111/2	0.0	0	0	Dynamic	3/8	4	1	0					p				
38	38	111/2	111/2	1.5	0	0	Chord	3/8	4	1	3/8		1/4	3/2	473					
39	39	57	57	0.0	0	0	Dynamic	3/8	1	1	0					sf				
39	39	57	57	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	474					
39	39	58	58	0.0	1/4	1/4	Dynamic	3/8	1	1	0					p				
39	39	58	58	0.0	1/4	1/4	Spanner	3/8	1	1	0									1
39	39	58	58	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	475				36	1
39	39	233/4	233/4	0.125	5/16	5/16	Chord	3/8	1	1	1/32		1/32	1	476				36	1
39	39	467/8	467/8	0.0	11/32	11/32	Spanner	3/8	1	1	0									
39	39	467/8	467/8	0.125	11/32	11/32	Chord	3/8	1	1	1/32		1/32	1	477					
39	39	57	57	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	478					
39	39	58	58	0.0	1/4	1/4	Dynamic	3/8	2	1	0					sf				
39	39	58	58	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	479				37	
39	39	57	57	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	480					
39	39	58	58	0.0	1/4	1/4	Dynamic	3/8	3	1	0					sf				
39	39	58	58	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	481				38	
39	39	57	57	0.5	0	0	Chord	3/8	4	1	1/8		1/8	1	482		articStaccatoAbove			
39	39	115/2	115/2	0.0	1/8	1/8	Dynamic	3/8	4	1	0					sf				
39	39	115/2	115/2	1.0	1/8	1/8	Chord	3/8	4	1	1/4		1/4	1	483					
40	40	117/2	117/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	484				39	
40	40	59	59	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	485				39	
40	40	119/2	119/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	486					
