mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	diminuendo_line	decrescendo_hairpin	crescendo_hairpin	crescendo_line
23	23	133/2	133/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	211									69				
23	23	67	67	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	212													
23	23	66	66	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	213													
23	23	67	67	2.0	1/4	1/4	Chord	3/4	3	1	1/2		1/2	1	214													
23	23	66	66	2.0	0	0	Chord	3/4	4	1	1/2		1/2	1	215									70				
23	23	68	68	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	216									70				
23	23	137/2	137/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	217													
24	24	69	69	0.0	0	0	Dynamic	3/4	1	1	0					rf												
24	24	69	69	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	218													
24	24	71	71	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	219													
24	24	139/2	139/2	0.0	1/8	1/8	Dynamic	3/4	2	1	0					rf												
24	24	139/2	139/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	220									71				
24	24	70	70	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	221													
24	24	70	70	0.0	1/4	1/4	Dynamic	3/4	3	1	0					rf												
24	24	70	70	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	222									72				
24	24	71	71	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	223									72				
24	24	143/2	143/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	224													
24	24	69	69	0.0	0	0	Dynamic	3/4	4	1	0					rf												
24	24	69	69	2.0	0	0	Chord	3/4	4	1	1/2		1/2	1	225									73				
24	24	71	71	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	226									73				
24	24	143/2	143/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	227													
25	25	72	72	0.0	0	0	Spanner	3/4	1	1	0															14		
25	25	72	72	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	228									74		14		
25	25	147/2	147/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	229									74		14		
25	25	74	74	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	230									74		14		
25	25	149/2	149/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	231											14		
25	25	72	72	0.0	0	0	Spanner	3/4	2	1	0															15		
25	25	145/2	145/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	232									75		15		
25	25	73	73	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	233											15		
25	25	72	72	0.0	0	0	Spanner	3/4	3	1	0															16		
25	25	73	73	2.0	1/4	1/4	Chord	3/4	3	1	1/2		1/2	1	234											16		
25	25	72	72	0.0	0	0	Spanner	3/4	4	1	0															17		
25	25	72	72	2.0	0	0	Chord	3/4	4	1	1/2		1/2	1	235									76		17		
25	25	74	74	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	236									76		17		
25	25	149/2	149/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	237											17		
26	26	75	75	0.0	0	0	Dynamic	3/4	1	1	0					p												
26	26	75	75	0.0	0	0	Spanner	3/4	1	1	0																	
26	26	75	75	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	238													
26	26	75	75	0.0	0	0	Spanner	3/4	2	1	0																	
26	26	151/2	151/2	0.0	1/8	1/8	Dynamic	3/4	2	1	0					p												
26	26	151/2	151/2	0.0	1/8	1/8	Spanner	3/4	2	1	0																13	
26	26	151/2	151/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	239									77			13	
26	26	76	76	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	240									77			13	
26	26	153/2	153/2	0.0	3/8	3/8	Spanner	3/4	2	1	0													77		18	13	
26	26	153/2	153/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	241									77		18	13	
26	26	77	77	0.0	1/2	1/2	Spanner	3/4	2	1	0													77		18		
26	26	77	77	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	242									77		18		
26	26	155/2	155/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	243											18		
26	26	75	75	0.0	0	0	Spanner	3/4	3	1	0																	
26	26	76	76	0.0	1/4	1/4	Dynamic	3/4	3	1	0					p												
26	26	76	76	0.0	1/4	1/4	Spanner	3/4	3	1	0																14	
26	26	76	76	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	244									78			14	
26	26	153/2	153/2	0.0	3/8	3/8	Spanner	3/4	3	1	0													78				
26	26	153/2	153/2	1.0	3/8	3/8	Chord	3/4	3	1	1/4		1/4	1	245									78				
26	26	155/2	155/2	0.0	5/8	5/8	Spanner	3/4	3	1	0															19		
26	26	155/2	155/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	246											19		
26	26	76	76	1.5	1/4	1/4	Chord	3/4	3	2	3/8		1/4	3/2	247											19		
26	26	155/2	155/2	0.5	5/8	5/8	Chord	3/4	3	2	1/8		1/8	1	248											19		
26	26	75	75	0.0	0	0	Dynamic	3/4	4	1	0					p												
26	26	75	75	0.0	0	0	Spanner	3/4	4	1	0																15	
26	26	75	75	0.0	0	0	Spanner	3/4	4	1	0																15	
26	26	75	75	2.0	0	0	Chord	3/4	4	1	1/2		1/2	1	249									79			15	
26	26	77	77	0.0	1/2	1/2	Spanner	3/4	4	1	0													79		20	15	
26	26	77	77	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	250									79		20	15	
26	26	155/2	155/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	251											20	15	
27	27	79	79	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	252									80				
27	27	80	80	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	253													
27	27	78	78	0.0	0	0	Spanner	3/4	2	1	0																	
27	27	78	78	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	254													
27	27	157/2	157/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	255									81				
27	27	79	79	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	256													
27	27	78	78	0.0	0	0	Spanner	3/4	3	1	0																	
27	27	79	79	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	257									82				
27	27	80	80	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	258													
27	27	78	78	0.0	0	0	Spanner	3/4	4	1	0																	
27	27	78	78	0.0	0	0	Spanner	3/4	4	1	0																	
27	27	78	78	2.0	0	0	Chord	3/4	4	1	1/2		1/2	1	259									83				
27	27	80	80	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	260									83				
27	27	161/2	161/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	261													
28	28	81	81	0.0	0	0	StaffText	3/4	1	1	0							"<font size=""9.7197""/><font face=""Times New Roman""/><i>cresc.</i>"										
28	28	81	81	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	262													
28	28	163/2	163/2	0.0	1/8	1/8	StaffText	3/4	2	1	0							"<font size=""9.7197""/><font face=""Times New Roman""/><i>cresc.</i>"										
28	28	163/2	163/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	263									84				
28	28	82	82	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	264													
28	28	81	81	0.0	0	0	StaffText	3/4	3	1	0							"<font size=""9.7197""/><font face=""Times New Roman""/><i>cresc.</i>"										
28	28	81	81	3.0	0	0	Chord	3/4	3	1	3/4		1/2	3/2	265													
28	28	81	81	0.0	0	0	StaffText	3/4	4	1	0							"<font size=""9.7197""/><font face=""Times New Roman""/><i>cresc.</i>"										
28	28	81	81	2.0	0	0	Chord	3/4	4	1	1/2		1/2	1	266									85				
28	28	83	83	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	267									85				
28	28	167/2	167/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	268													
29	29	85	85	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	269									86				
29	29	86	86	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	270													
29	29	169/2	169/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	271									87				
29	29	85	85	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	272													
29	29	85	85	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	273									88				
29	29	86	86	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	274													
29	29	84	84	2.0	0	0	Chord	3/4	4	1	1/2		1/2	1	275									89				
29	29	86	86	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	276									89				
29	29	173/2	173/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	277													
30	30	87	87	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	278													
30	30	175/2	175/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	279									90				
30	30	88	88	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	280									90				
30	30	89	89	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	281									90				
30	30	179/2	179/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	282									90				
30	30	87	87	2.0	0	0	Chord	3/4	3	1	1/2		1/2	1	283									91				
30	30	89	89	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	284									91				
30	30	179/2	179/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	285									91				
30	30	87	87	2.0	0	0	Chord	3/4	4	1	1/2		1/2	1	286									92				
30	30	89	89	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	287									92				
30	30	179/2	179/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	288													
31	31	91	91	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	289									93				
31	31	92	92	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	290													
31	31	90	90	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	291													
31	31	181/2	181/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	292									94				
31	31	91	91	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	293													
31	31	90	90	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	294		articStaccatoAbove											
31	31	91	91	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	295									95				
31	31	92	92	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	296													
31	31	90	90	2.0	0	0	Chord	3/4	4	1	1/2		1/2	1	297									96				
31	31	92	92	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	298									96				
31	31	185/2	185/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	299													
32	32	93	93	0.0	0	0	Dynamic	3/4	1	1	0					rf												
32	32	93	93	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	300													
32	32	95	95	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	301													
32	32	187/2	187/2	0.0	1/8	1/8	Dynamic	3/4	2	1	0					rf												
32	32	187/2	187/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	302									97				
32	32	94	94	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	303													
32	32	94	94	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	304													
32	32	95	95	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	305													
32	32	93	93	0.0	0	0	Dynamic	3/4	3	1	0					rf												
32	32	93	93	2.0	0	0	Chord	3/4	3	1	1/2		1/2	1	306													
32	32	95	95	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	307													
32	32	93	93	0.0	0	0	Dynamic	3/4	4	1	0					rf												
32	32	93	93	2.0	0	0	Chord	3/4	4	1	1/2		1/2	1	308									98				
32	32	95	95	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	309									98				
32	32	191/2	191/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	310													
33	33	96	96	0.0	0	0	Spanner	3/4	1	1	0															21		
33	33	96	96	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	311									99		21		
33	33	195/2	195/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	312									99		21		
33	33	98	98	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	313									99		21		
33	33	197/2	197/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	314											21		
33	33	96	96	0.0	0	0	Spanner	3/4	2	1	0															22		
33	33	193/2	193/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	315									100		22		
33	33	97	97	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	316											22		
33	33	96	96	0.0	0	0	Spanner	3/4	3	1	0															23		
33	33	96	96	1.5	0	0	Chord	3/4	3	1	3/8		1/4	3/2	317									101		23		
33	33	195/2	195/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	318									101		23		
33	33	98	98	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	319									101		23		
33	33	197/2	197/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	320											23		
33	33	96	96	0.0	0	0	Spanner	3/4	4	1	0															24		
33	33	96	96	2.0	0	0	Chord	3/4	4	1	1/2		1/2	1	321									102		24		
33	33	98	98	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	322									102		24		
33	33	197/2	197/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	323											24		
34	34	99	99	0.0	0	0	Dynamic	3/4	1	1	0					p												
34	34	99	99	0.0	0	0	Spanner	3/4	1	1	0																	
34	34	99	99	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	324		articStaccatoAbove											
34	34	99	99	0.0	0	0	Dynamic	3/4	2	1	0					p												
34	34	99	99	0.0	0	0	Spanner	3/4	2	1	0																	
34	34	99	99	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	325													
34	34	199/2	199/2	0.0	1/8	1/8	Dynamic	3/4	2	1	0					f												
34	34	199/2	199/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	326									103				
34	34	100	100	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	327													
34	34	201/2	201/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	328									104				
34	34	101	101	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	329													
34	34	203/2	203/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	330													
34	34	99	99	0.0	0	0	Dynamic	3/4	3	1	0					p												
34	34	99	99	0.0	0	0	Spanner	3/4	3	1	0																	
34	34	99	99	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	331													
34	34	199/2	199/2	0.0	1/8	1/8	Dynamic	3/4	3	1	0					f												
34	34	199/2	199/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	332									105				
34	34	100	100	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	333													
34	34	201/2	201/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	334									106				
34	34	101	101	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	335													
34	34	203/2	203/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	336													
34	34	99	99	0.0	0	0	Dynamic	3/4	4	1	0					p												
34	34	99	99	0.0	0	0	Spanner	3/4	4	1	0																	
34	34	99	99	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	337													
35	35	102	102	0.0	0	0	Spanner	3/4	1	1	0															25		
35	35	102	102	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	338									107		25		
35	35	207/2	207/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	339									107		25		
35	35	104	104	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	340									107		25		
35	35	209/2	209/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	341											25		
35	35	102	102	0.0	0	0	Spanner	3/4	2	1	0															26		
35	35	102	102	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	342											26		
35	35	102	102	0.0	0	0	Spanner	3/4	3	1	0															27		
35	35	102	102	3.0	0	0	Chord	3/4	3	1	3/4		1/2	3/2	343											27		
35	35	102	102	0.0	0	0	Spanner	3/4	4	1	0															28		
35	35	102	102	2.0	0	0	Chord	3/4	4	1	1/2		1/2	1	344											28		
35	35	104	104	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	345											28		
35	35	209/2	209/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	346											28		
36	36	105	105	0.0	0	0	Dynamic	3/4	1	1	0					p												
36	36	105	105	0.0	0	0	Spanner	3/4	1	1	0																	
36	36	105	105	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	347		articStaccatoAbove											
36	36	105	105	0.0	0	0	Dynamic	3/4	2	1	0					p												
36	36	105	105	0.0	0	0	Spanner	3/4	2	1	0																	
36	36	105	105	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	348													
36	36	211/2	211/2	0.0	1/8	1/8	Dynamic	3/4	2	1	0					f												
36	36	211/2	211/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	349									108				
36	36	106	106	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	350													
36	36	213/2	213/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	351									109				
36	36	107	107	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	352													
36	36	215/2	215/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	353													
36	36	105	105	0.0	0	0	Dynamic	3/4	3	1	0					p												
36	36	105	105	0.0	0	0	Spanner	3/4	3	1	0																	
36	36	105	105	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	354													
36	36	211/2	211/2	0.0	1/8	1/8	Dynamic	3/4	3	1	0					f												
36	36	211/2	211/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	355									110				
36	36	106	106	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	356													
36	36	213/2	213/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	357									111				
36	36	107	107	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	358													
36	36	215/2	215/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	359													
36	36	105	105	0.0	0	0	Dynamic	3/4	4	1	0					p												
36	36	105	105	0.0	0	0	Spanner	3/4	4	1	0																	
36	36	105	105	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	360													
37	37	108	108	0.0	0	0	Spanner	3/4	1	1	0															29		
37	37	108	108	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	361									112		29		
37	37	219/2	219/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	362									112		29		
37	37	110	110	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	363									112		29		
37	37	221/2	221/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	364											29		
37	37	108	108	0.0	0	0	Spanner	3/4	2	1	0															30		
37	37	108	108	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	365											30		
37	37	108	108	0.0	0	0	Spanner	3/4	3	1	0															31		
37	37	108	108	3.0	0	0	Chord	3/4	3	1	3/4		1/2	3/2	366											31		
37	37	108	108	0.0	0	0	Spanner	3/4	4	1	0															32		
37	37	108	108	2.0	0	0	Chord	3/4	4	1	1/2		1/2	1	367											32		
37	37	110	110	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	368											32		
37	37	221/2	221/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	369											32		
38	38	111	111	0.0	0	0	Dynamic	3/4	1	1	0					p												
38	38	111	111	0.0	0	0	Spanner	3/4	1	1	0																	
38	38	111	111	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	370		articStaccatoAbove											
38	38	111	111	0.0	0	0	Dynamic	3/4	2	1	0					p												
38	38	111	111	0.0	0	0	Spanner	3/4	2	1	0																	
38	38	111	111	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	371													
38	38	223/2	223/2	0.0	1/8	1/8	Dynamic	3/4	2	1	0					f												
38	38	223/2	223/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	372									113				
38	38	112	112	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	373													
38	38	225/2	225/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	374									114				
38	38	113	113	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	375													
38	38	227/2	227/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	376													
38	38	111	111	0.0	0	0	Dynamic	3/4	3	1	0					p												
38	38	111	111	0.0	0	0	Spanner	3/4	3	1	0																	
38	38	111	111	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	377													
38	38	223/2	223/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	378									115				
38	38	112	112	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	379													
38	38	225/2	225/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	380									116				
38	38	113	113	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	381													
38	38	227/2	227/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	382													
38	38	111	111	0.0	0	0	Dynamic	3/4	4	1	0					p												
38	38	111	111	0.0	0	0	Spanner	3/4	4	1	0																	
38	38	111	111	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	383													
38	38	112	112	0.0	1/4	1/4	Dynamic	3/4	4	1	0					f												
39	39	114	114	0.0	0	0	Dynamic	3/4	1	1	0					f												
39	39	114	114	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	384									117				
39	39	231/2	231/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	385									117				
39	39	116	116	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	386									117				
39	39	233/2	233/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	387													
39	39	114	114	0.0	0	0	Dynamic	3/4	2	1	0					f												
39	39	114	114	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	388													
39	39	114	114	0.0	0	0	Dynamic	3/4	3	1	0					f												
39	39	114	114	3.0	0	0	Chord	3/4	3	1	3/4		1/2	3/2	389													
39	39	114	114	0.0	0	0	Dynamic	3/4	4	1	0					f												
39	39	114	114	2.0	0	0	Chord	3/4	4	1	1/2		1/2	1	390									118				
39	39	116	116	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	391									118				
39	39	233/2	233/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	392													
40	40	117	117	0.0	0	0	Dynamic	3/4	1	1	0					f												
40	40	117	117	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	393													
40	40	118	118	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	394													
40	40	119	119	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	395													
40	40	117	117	0.0	0	0	Dynamic	3/4	2	1	0					f												
40	40	117	117	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	396													
40	40	118	118	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	397													
40	40	119	119	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	398													
40	40	117	117	0.0	0	0	Dynamic	3/4	3	1	0					f												
40	40	117	117	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	399													
40	40	118	118	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	400													
40	40	119	119	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	401													
40	40	117	117	0.0	0	0	Dynamic	3/4	4	1	0					f												
40	40	117	117	0.5	0	0	Chord	3/4	4	1	1/8		1/8	1	402													
40	40	118	118	0.5	1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	403													
40	40	119	119	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	404													
41	41	120	120	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	405													
41	41	121	121	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	406													
41	41	122	122	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	407													
41	41	120	120	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	408													
41	41	121	121	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	409													
41	41	122	122	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	410													
41	41	120	120	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	411													
41	41	121	121	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	412													
41	41	122	122	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	413													
41	41	120	120	0.5	0	0	Chord	3/4	4	1	1/8		1/8	1	414													
41	41	121	121	0.5	1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	415													
41	41	122	122	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	416													
42	42	123	123	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	417													
42	42	247/2	247/2	0.0	1/8	1/8	Dynamic	3/4	1	1	0					f												
42	42	247/2	247/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	418									119				
42	42	124	124	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	419													
42	42	249/2	249/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	420									120				
42	42	125	125	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	421													
42	42	251/2	251/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	422													
42	42	123	123	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	423													
42	42	247/2	247/2	0.0	1/8	1/8	Dynamic	3/4	2	1	0					f												
42	42	247/2	247/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	424									121				
42	42	124	124	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	425													
42	42	249/2	249/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	426									122				
42	42	125	125	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	427													
42	42	251/2	251/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	428													
42	42	123	123	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	429													
42	42	247/2	247/2	0.0	1/8	1/8	Dynamic	3/4	3	1	0					f												
42	42	247/2	247/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	430									123				
42	42	124	124	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	431													
42	42	249/2	249/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	432									124				
42	42	125	125	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	433													
